,Record_ID,Data_Type,Formulation_ID,Formulation_Name,Chemical_Name,CASRN,DTXSID,Percent_Active_Ingredient,Concentration,Concentration_Units,Mixture,Species,Reported_Strain,Strain,Sex,Assay,Endpoint,Response,Response_Unit,Reference,SMILES,Preferred_Name,Synonyms,URL_CompTox,URL_CEBS,label
752,skin_irritation_invivo_71,In Vivo,,,Sodium xylene sulfonate,1300-72-7,DTXSID3026302,,,,Chemical,Human,,,,Four-hour Human Patch Test,Qualitative classification,Not classified,Unitless,Basketter et al. 2004; 15291823; 10.1111/j.0105-1873.2004.00385.x,"C*.C*.OS(=O)(=O)C1=CC=CC=C1 |c:8,10,t:6,lp:4:2,6:2,7:2,m:1:9.10,3:10.11.12.13|",Sodium xylenesulfonate,"1300-72-7|Sodium xylenesulfonate|Benzenesulfonic acid, dimethyl-, sodium salt|Benzenesulfonic acid, dimethyl-, sodium salt (1:1)|Caswell No. 799A|Conco SXS|Cyclophil SXS 30|Cyclophil sxs30|Dimethylbenzenesulfonic acid sodium salt|EINECS 215-090-9|Eltesol SX 30|Eltesol SX 93|EPA Pesticide Chemical Code 079019|Hydrotrope|Kemmat SN 18|Natriumxylolsulfonat|Naxonate|Naxonate 4L|Naxonate G|Naxonate SX|NCI-C55403|Richonate SXS|Sodium dimethylbenzenesulfonate|Sodium xylene sulfonate|sodium xylenesulphonate|Stepanate SXS|Stepanate X|Surco SXS|Ultrawet 40SX|UNII-G4LZF950UR|Witconate SXS|xilensulfonato de sodio|Xylenesulfonate de sodium|XYLENESULFONATE, SODIUM|Xylenesulfonic acid, sodium salt|39340-93-7",https://comptox.epa.gov/dashboard/chemical/details/DTXSID3026302,https://doi.org/10.22427/NTP-DATA-DTXSID3026302,0
753,skin_irritation_invivo_42,In Vivo,,,Citronellol,106-22-9,DTXSID3026726,,,,Chemical,Human,,,,Four-hour Human Patch Test,Qualitative classification,Not classified,Unitless,Basketter et al. 2004; 15291823; 10.1111/j.0105-1873.2004.00385.x,CC(CCO)CCC=C(C)C,Citronellol,"106-22-9|Citronellol|(.+-.)-3,7-Dimethyl-6-octen-1-ol|(.+-.)-Citronellol|(.+-.)-b-Citronellol|2,3-Dihydrogeraniol|2,6-Dimethyl-2-octen-8-ol|3,7-Dimethyl-6-octen-1-ol|3,7-Dimethyloct-6-en-1-ol|4-01-00-02188|6-Octen-1-ol, 3,7-dimethyl-|beta-Citronellol|BRN 1721507|Cephrol|Citronellol 950|Citronellol, dl-|citronelol|Dihydrogeraniol|dl-Citronellol|EINECS 203-375-0|EINECS 247-737-6|Elenol|NSC 8779|OCT-6-EN-1-OL, 3,7-DIMETHYL-, (+-)-|Rhodinol|Rodinol|UNII-565OK72VNF|b-Citronellol|1335-43-9|26489-01-0",https://comptox.epa.gov/dashboard/chemical/details/DTXSID3026726,https://doi.org/10.22427/NTP-DATA-DTXSID3026726,0
758,skin_irritation_invivo_66,In Vivo,,,Sodium percarbonate,15630-89-4,DTXSID3029736,,,,Chemical,Human,,,,Four-hour Human Patch Test,Qualitative classification,Not classified,Unitless,Basketter et al. 2004; 15291823; 10.1111/j.0105-1873.2004.00385.x,[Na+].[Na+].[Na+].[Na+].OO.OO.OO.[O-]C([O-])=O.[O-]C([O-])=O,"Carbonic acid disodium salt, compd. with hydrogen peroxide (H2O2) (2:3)","15630-89-4|Carbonic acid disodium salt, compd. with hydrogen peroxide (H2O2) (2:3)|239-707-6|BIOXY S|BIOXY S NEW|Carbonate de disodium, compose avec le peroxyde d'hydrogene(2:3)|carbonate de disodium, compose avec peroxyde d'hydrogene(2:3)|carbonato de disodio, composto con peroxido de hidrogeno(2:3)|Carbonic acid disodium salt, compd. with hydrogen peroxide|CARBONIC ACID DISODIUM SALT, COMPOUND, WITH HYDROGEN PEROXIDE|Carbonic acid sodium salt (1:2), compd. with hydrogen peroxide (H2O2) (2:3)|Carbonic acid, disodium salt, compd. with hydrogen peroxide (2:3)|Carbonic acid, disodium salt, compound with hydrogen peroxide|Dinatriumcarbonat, Verbindung mit Hydrogenperoxid(2:3)|Disodium carbonate compd. with hydrogen peroxide (2:3)|Disodium carbonate compd. with hydrogen peroxide (Na2CO3.1.5 H2O2)|Disodium carbonate sesquiperoxide|Disodium carbonate, compd. with hydrogen peroxide (2:3)|Disodium carbonate, compound with hydrogen peroxide (2:3)|Disodium carbonate, hydrogen peroxide (2:3)|EC No.: 239-707-6|EINECS 239-707-6|FB Sodium Percarbonate|NATRIUMPERCARBONAT|OxiClean|Oxyper S 131|Oxyper S 142|1161851-82-6|121525-84-6|1226792-00-2|205368-25-8|701915-52-8|701915-53-9|726171-65-9|81677-18-1|82728-90-3|861998-94-9|89140-31-8|90569-69-0",https://comptox.epa.gov/dashboard/chemical/details/DTXSID3029736,,0
842,skin_irritation_invivo_37,In Vivo,,,1-Bromohexane,111-25-1,DTXSID4021929,,,,Chemical,Human,,,,Four-hour Human Patch Test,Qualitative classification,Irritant,Unitless,Jirova et al. 2010; 20136894; 10.1111/j.1600-0536.2009.01640.x,CCCCCCBr,1-Bromohexane,"111-25-1|1-Bromohexane|1-Bromhexan|1-bromohexano|1-Hexane bromide|1-Hexyl bromide|1-Hexylbromide|EINECS 203-850-2|Hexane, 1-bromo-|Hexyl bromide|n-Hexyl bromide|NSC 71206|UNII-WVA0FAX7GA",https://comptox.epa.gov/dashboard/chemical/details/DTXSID4021929,,1
861,skin_irritation_invivo_40,In Vivo,,,Butyl methacrylate,97-88-1,DTXSID4024696,,,,Chemical,Human,,,,Four-hour Human Patch Test,Qualitative classification,Not classified,Unitless,Jirova et al. 2010; 20136894; 10.1111/j.1600-0536.2009.01640.x,CCCCOC(=O)C(C)=C,Butyl methacrylate,"97-88-1|Butyl methacrylate|2-Methyl butylacrylate|2-Methyl-2-propenoic acid butyl ester|2-Methyl-butylacrylaat|2-Methyl-butylacrylat|2-Methyl-butylacrylate|2-Methylacrylic acid, butyl ester|2-Propenoic acid, 2-methyl-, butyl ester|Acryester B|Blemmer BMA|BRN 0773960|Butil metacrilato|Butyl 2-methacrylate|Butyl 2-methyl-2-propenoate|Butyl 2-methylacrylate|Butylester kyseliny methakrylove|Butylmethacrylaat|Butylmethacrylat|Butylmethacrylate|EINECS 202-615-1|Light Ester NB|metacrilato de butilo|Methacrylate de butyle|Methacrylic acid, butyl ester|METHACRYLSAEURE-BUTYLESTER|Methacrylsaeurebutylester|N-BUTYL METHACRYLATE|NSC 20956|PROP-2-ENOATE, 2-METHYL-, BUTYL|UN 2227|UNII-R5QX287XXU|1151915-97-7|1310566-97-2|1343477-79-1|159172-35-7|55922-77-5",https://comptox.epa.gov/dashboard/chemical/details/DTXSID4024696,https://doi.org/10.22427/NTP-DATA-DTXSID4024696,0
875,skin_irritation_invivo_62,In Vivo,,,Polyethylene glycol 400,25322-68-3,DTXSID4027862,,,,Chemical,Human,,,,Four-hour Human Patch Test,Qualitative classification,Not classified,Unitless,Basketter et al. 2004; 15291823; 10.1111/j.0105-1873.2004.00385.x,"[H]OCCO |lp:1:2,4:2,Sg:n:1,2,3::ht|",Polyethylene glycol,"25322-68-3|Polyethylene glycol|1,2-Ethanediol homopolymer|1,2-Ethanediol, homopolymer|3,6,9,12,15,18,21,24,27,30,33,36,39-Tridecaoxahentetracontane-1,41-diol|Alkox E 100|Alkox E 130|Alkox E 160|Alkox E 240|Alkox E 300|Alkox E 30G|Alkox LE|Alkox R 100|Alkox R 1000|Alkox R 150|Alkox R 400|Alkox SR|Alkox SW|alpha-Hydro-omega-hydroxypoly(oxy-1,2-ethanediyl)|alpha-Hydro-omega-hydroxypoly(oxyethylene)|Antarox E 4000|Aqua Calk TWB-P|Aquacide III|Aquaffin|Badimol|Bradsyn PEG|Breox PEG 300|CARBOWACHS|Carbowax|Carbowax 100|Carbowax 1000|Carbowax 1350|Carbowax 14000|Carbowax 1450|Carbowax 1500|Carbowax 1540|Carbowax 20|Carbowax 200|Carbowax 20000|Carbowax 25000|Carbowax 300|Carbowax 3350|Carbowax 400|Carbowax 4000|Carbowax 4500|Carbowax 4600|Carbowax 600|Carbowax 6000|Carbowax 8000|Carbowax E 300|Carbowax E 9000|Carbowax PEG 1450|Carbowax PEG 300|Carbowax Sentry 300|Carbowax Sentry NF|Carbowax Sentry PEG 8000|Cartaretin E|Cerasol 250A|Chemiox E 20(C)|Colyte|Deactivator H|Decuflux RM 33|Desmophen L 1208|EINECS 266-688-1|Emkapol 150|Emkapol 200|Emkapol|1011711-38-8|101677-86-5|1033001-32-9|1035554-64-3|106186-24-7|107502-63-6|107529-96-4|109550-27-8|112384-37-9|112895-21-3|113041-64-8|114323-93-2|1152430-37-9|116549-90-7|1186292-40-9|1186292-41-0|119219-06-6|1204298-97-4|1221382-78-0|1221382-83-7|1221889-65-1|1246265-64-4|125223-68-9|1256377-90-8|1267533-36-7|12676-74-3|12770-93-3|1287768-38-0|1293291-01-6|1319730-68-1|1330618-78-4|133573-31-6|1338951-32-8|134919-43-0|1370345-22-4|1373256-89-3|1377964-82-3|1422717-42-7|1429745-88-9|1434253-80-1|1435263-27-6|1446681-77-1|1474108-09-2|150872-82-5|154394-38-4|156948-19-5|1613520-06-1|1620693-21-1|1628723-15-8|1636129-20-8|169046-53-1|1696472-65-7|1710469-72-9|174460-08-3|174460-09-4|1800416-42-5|1809027-71-1|1852508-98-5|1873338-22-7|188364-77-4|188924-03-0|189154-62-9|191743-71-2|1927875-70-4|196696-84-1|201163-43-1|2015216-86-9|206357-86-0|2088235-52-1|2092889-80-8|2122851-44-7|2170314-63-1|221638-71-7|225502-44-3|25104-58-9|25609-81-8|270910-26-4|307928-07-0|34802-42-1|356055-70-4|37361-15-2|391229-98-4|402",https://comptox.epa.gov/dashboard/chemical/details/DTXSID4027862,https://doi.org/10.22427/NTP-DATA-DTXSID4027862,0
878,skin_irritation_invivo_50,In Vivo,,,Methyl palmitate,112-39-0,DTXSID4029149,,,,Chemical,Human,,,,Four-hour Human Patch Test,Qualitative classification,Not classified,Unitless,Basketter et al. 2004; 15291823; 10.1111/j.0105-1873.2004.00385.x,CCCCCCCCCCCCCCCC(=O)OC,Methyl hexadecanoate,"112-39-0|Methyl hexadecanoate|EINECS 203-966-3|FAME C16:0|Hexadecanoate methyl ester|Hexadecanoic acid methyl ester|Hexadecanoic acid, methyl ester|Hexadecanoic acid,methyl ester|Metholene 2216|Methyl n-hexadecanoate|methyl palmitate|Methyl palmitic acid|Methylpalmitat|n-Hexadecanoic acid methyl ester|NSC 4197|Palmitate de methyle|PALMITATE, METHYL|palmitato de metilo|Palmitic acid, methyl ester|PALMITINSAEURE-METHYLESTER|Pastell M 16|UNII-DPY8VCM98I|Uniphat A60",https://comptox.epa.gov/dashboard/chemical/details/DTXSID4029149,,0
981,skin_irritation_invivo_22,In Vivo,,,Hexyl salicylate,6259-76-3,DTXSID4038924,,,,Chemical,Human,,,,Four-hour Human Patch Test,Qualitative classification,Not classified,Unitless,Basketter et al. 2004; 15291823; 10.1111/j.0105-1873.2004.00385.x,CCCCCCOC(=O)C1=C(O)C=CC=C1,Hexyl salicylate,"6259-76-3|Hexyl salicylate|1-Hexyl salicylate|Benzoic acid, 2- hydroxy- , hexyl ester|EINECS 228-408-6|Hexyl 2-hydroxybenzoate|hexyl salicylate|n-Hexyl salicylate|n-Hexyl-o-hydroxybenzoate|Salicylic acid, hexyl ester|UNII-8F78EY72YL",https://comptox.epa.gov/dashboard/chemical/details/DTXSID4038924,,0
1045,skin_irritation_invivo_73,In Vivo,,,alpha-Terpineol,98-55-5,DTXSID5026625,,,,Chemical,Human,,,,Four-hour Human Patch Test,Qualitative classification,Not classified,Unitless,Basketter et al. 2004; 15291823; 10.1111/j.0105-1873.2004.00385.x,CC1=CCC(CC1)C(C)(C)O,alpha-Terpineol,"98-55-5|alpha-Terpineol|(+)-alpha-terpineol|(+)-p-menth-1-en-8-ol|(+)-a-Terpineol|(6R)-p-menth-1-en-8-ol|(R)-(+)-alpha-terpineol|(R)-2-(4-Methyl-3-cyclohexenyl)isopropanol|(R)-p-Menth-1-en-8-ol|(S)-(-)-p-Menth-1-en-8-ol|1-alpha-terpineol|1-menthene-8-ol|1-methyl-4-isopropyl-1-cyclohexen-8-ol|1-methyl-4-isopropyl-1-cyclohexene-8-ol|1-p-Menthen-8-ol|2-(4-Methyl-3-cyclohexen-1-yl)-2-propanol|2-(4-Methyl-3-cyclohexenyl)-2-propanol|2-(4-Methylcyclohex-3-en-1-yl)propan-2-ol|2-(4-Methylcyclohex-3-enyl)propan-2-ol (alpha-terpineol)|2-[(1R)-4-Methylcyclohex-3-en-1-yl]propan-2-ol|3-Cyclohexane-1-methanol, a,a,4-trimethyl-|3-Cyclohexene-1-methanol, .alpha.,.alpha.,4-trimethyl-|3-Cyclohexene-1-methanol, alpha,alpha,4-trimethyl-|3-Cyclohexene-1-methanol, a,a-4-trimethyl-|3-Cyclohexene-1-methanol, a,a,4-trimethyl-|4-(2-Hydroxy-2-propyl)-1-methylcyclohexene|8-Hydroxy-p-menth-1-ene|alpha-Terpinenol|alpha-Terpineole|alpha-Terpinol|alpha,alpha,4-trimethyl-3-cyclohexene-1-methanol|BRN 1906604|CARVOMENTHENOL|CYCLOHEX-3-ENE-1-HYDROXYMETHYL, a,a|22347-88-2|2438-12-2",https://comptox.epa.gov/dashboard/chemical/details/DTXSID5026625,,0
1048,skin_irritation_invivo_49,In Vivo,,,Methyl laurate,111-82-0,DTXSID5026889,,,,Chemical,Human,,,,Four-hour Human Patch Test,Qualitative classification,Not classified,Unitless,Basketter et al. 2004; 15291823; 10.1111/j.0105-1873.2004.00385.x,CCCCCCCCCCCC(=O)OC,Methyl dodecanoate,"111-82-0|Methyl dodecanoate|4-02-00-01090|Agnique ME 1270U|Agnique ME 1290|BRN 1767780|Dodecanoic acid methyl ester|Dodecanoic acid, methyl ester|DODECANOIC ACID,METHYL ESTER|Edenor ME-C 1270|Edenor ME-C 1298-100|EINECS 203-911-3|FEMA No. 2715|FEMA number 2715|Laurate de methyle|LAURATE, METHYL|laurato de metilo|Lauric acid methyl ester|Lauric acid, methyl ester|Metholene 2296|Methyl dodecylate|Methyl laurate|Methyl laurinate|Methyl n-dodecanoate|Methyllaurat|NSC 5027|Pastel M 12|Pastell M 12|Stepan C 40|Texaprint SDM 100|UNII-8IPS6BI6KW|Uniphat A 40|Uniphat A40",https://comptox.epa.gov/dashboard/chemical/details/DTXSID5026889,,0
1050,skin_irritation_invivo_7,In Vivo,,,Dodecanol,112-53-8,DTXSID5026918,,,,Chemical,Human,,,,Four-hour Human Patch Test,Qualitative classification,Not classified,Unitless,Basketter et al. 2004; 15291823; 10.1111/j.0105-1873.2004.00385.x,CCCCCCCCCCCCO,1-Dodecanol,"112-53-8|1-Dodecanol|1-Dodecyl alcohol|1-Hydroxydodecane|203-982-0|4-01-00-01844|Alcohol C-12|Alfol 12|BRN 1738860|C12 alcohol|Cachalot L-50|Cachalot L-90|Co-1214S1-dodecanol|Dodecan-1-ol|dodecane-1-ol|Dodecanol-1|Dodecyl alcohol|Dodecylalcohol|Duodecyl alcohol|Dytol j-68|EC No.: 203-982-0|EINECS 203-982-0|Epal 12|Exxal 12|Fatty alcohol|Fatty alcohol(C12)|FEMA No. 2617|Hainol 12SS|Hydroxydodecane|Kalcohl 2098|Kalcol 2098|Karukoru 20|Lauric alcohol|Laurinic alcohol|Lauroyl alcohol|Lauryl 24|Lauryl alcohol|Lipocol L|Lorol|Lorol 11|Lorol 5|Lorol 7|Lorol C 12/98|Lorol C12|Lorol C12-C14|Lorol C8-C10 special|Lorol special|n-Dodecan-1-ol|n-Dodecyl alcohol|n-Lauryl alcohol|n-Lauryl alcohol, primary|Nacol 12-96|NSC 3724|P.C. Code 001509|PC Code 001509|Philcohol 1200|Pisol|Sipol L12|Siponol 25|Siponol L 2|Siponol L 5|Siponol L5|Undecyl carbinol|UNII-178A96NLP2|1173838-88-4|1322-35-6|68855-55-0|8014-32-2|8032-08-4|8032-09-5|8032-10-8",https://comptox.epa.gov/dashboard/chemical/details/DTXSID5026918,,0
1164,skin_irritation_invivo_75,In Vivo,,,Tetradecanoic acid,544-63-8,DTXSID6021666,,,,Chemical,Human,,,,Four-hour Human Patch Test,Qualitative classification,Not classified,Unitless,Basketter et al. 2004; 15291823; 10.1111/j.0105-1873.2004.00385.x,CCCCCCCCCCCCCC(O)=O,Tetradecanoic acid,"544-63-8|Tetradecanoic acid|1-tetradecanecarboxylic acid|1-Tridecanecarboxylate|1-Tridecanecarboxylic acid|14|14:0|14:00|4-02-00-01126|Acide myristique|acide tetradecanoique|acido miristico, puro|BRN 0508624|C14|C14 fatty acid|CH3-[CH2]12-COOH|Crodacid|Edenor C 14|EINECS 208-875-2|FEMA No. 2764|Hydrofol acid 1495|Hystrene 9014|Kortacid 1499|Myristate|Myristic acid|Myristic acid pure|MYRISTINSAEURE|Myristinsaure|Myristoate|Myristoic acid|N-Tetradecan-1-oate|n-Tetradecan-1-oic acid|N-Tetradecanoate|n-Tetradecanoic acid|n-Tetradecoic acid|NSC 5028|Philacid 1400|Prifac 2942|Tetradecanoic (Myristic) acid|tetradecoic acid|UNII-0I3V7S25AW|Univol U 316S|45184-05-2",https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021666,https://doi.org/10.22427/NTP-DATA-DTXSID6021666,0
1167,skin_irritation_invivo_60,In Vivo,,,n-Pentanol,71-41-0,DTXSID6021741,,,,Chemical,Human,,,,Four-hour Human Patch Test,Qualitative classification,Not classified,Unitless,Basketter et al. 2004; 15291823; 10.1111/j.0105-1873.2004.00385.x,CCCCCO,1-Pentanol,"71-41-0|1-Pentanol|1-pentol|1-Pentyl alcohol|4-01-00-01640|alcool amylique|Alcool amylique (french)|Alcool amylique [french]|AMYL ALCOHOL|Amyl alcohol (natural)|Amyl alcohol normal|amyl alcohol, normal|Amylalkohol|Amylol|BRN 1730975|Butyl carbinol|butylcarbinol|C5 alcohol|EINECS 200-752-1|FEMA No. 2056|FEMA Number 2056|N-AMYL ALCOHOL|n-Amylalkohol|N-Amylalkohol (czech)|N-Amylalkohol [czech]|n-Butyl carbinol|n-butylcarbinol|n-C5H11OH|n-Pentan-1-ol|n-Pentanol|n-Pentyl alcohol|N-Pentyl-alcohol|NSC 5707|Pentan-1-ol|pentane-1-ol|PENTANOL|Pentanol (van)|pentanol-1|Pentanols [UN1105] [Flammable liquid]|Pentasol|PENTYL ALCOHOL|Pentyl-alcohol|Pentylalkohol|Petan-1-ol|Primary amyl alcohol|Primary-N-amyl alcohol|UN 1105 (DOT)|UNII-M9L931X26Y",https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021741,https://doi.org/10.22427/NTP-DATA-DTXSID6021741,0
1341,skin_irritation_invivo_29,In Vivo,,,Isopropanol,67-63-0,DTXSID7020762,,,,Chemical,Human,,,,Four-hour Human Patch Test,Qualitative classification,Not classified,Unitless,Basketter et al. 2004; 15291823; 10.1111/j.0105-1873.2004.00385.x,CC(C)O,Isopropanol,"67-63-0|Isopropanol|1-Methylethanol|1-Methylethyl alcohol|2-Hydroxypropane|2-Propanol|2-Propyl alcohol|200-661-7|4-01-00-01461|Alcojel|Alcool isopropilico|Alcool isopropylique|Alcosolve|Alcosolve 2|Alkolave|Arquad DMCB|Autosept|Avantin|Avantine|BRN 0635639|Caswell No. 507|Combi-Schutz|DIMETHYL CARBINOL|Dimethylcarbinol|EC No.: 200-661-7|EINECS 200-661-7|FEMA No. 2929|FEMA Number 2929|Hartosol|i-propanol|i-Propyl alcohol|i-Propylalkohol|Imsol A|IPA|iso-Propanol|iso-Propyl alcohol|Iso-propylalkohol|Isopranol|Isopropyl alcohol|Isopropyl Alcohol A.R. Propanol|Isopropyl alcohol manufacture|Isopropyl alcohol, rubbing|Isopropylalkohol|Lavaco|Lavacol|Lutosol|n-Propan-2-ol|NSC 135801|Petrohol|Propan-2-ol|propane-2-ol|sec-Propanol|sec-Propyl alcohol|Spectrar|Sterisol Hand Disinfectant|Takineocol|Tokuso IPA|UN 1219|UNII-ND2M416302|Virahol|8013-70-5",https://comptox.epa.gov/dashboard/chemical/details/DTXSID7020762,https://doi.org/10.22427/NTP-DATA-DTXSID7020762,0
1350,skin_irritation_invivo_53,In Vivo,,,Decanol,112-30-1,DTXSID7021946,,,,Chemical,Human,,,,Four-hour Human Patch Test,Qualitative classification,Not classified,Unitless,Basketter et al. 2004; 15291823; 10.1111/j.0105-1873.2004.00385.x,CCCCCCCCCCO,1-Decanol,"112-30-1|1-Decanol|1-Decanol (ACD/Name 4.0)|1-Hydroxydecane|4-01-00-01815|Agent 504|Alcohol C-10|ALCOHOL C-10 (1-DECANOL)|Alcohol C10|Alfol 10|Antak|BRN 1735221|C 10 alcohol|C10 alcohol|Capric alcohol|Caprinic alcohol|Caswell No. 275A|decan-1-ol|decane-1-ol|Decanol|Decanol (van)|Decanol-(1)|DECYL ALCOHOL|Decyl N- alcohol|DECYL, N- ALCOHOL|Decylic alcohol|EINECS 203-956-9|EPA Pesticide Chemical Code 079038|Epal 10|Fatty alcohol(C10)|FEMA No. 2365|FEMA Number 2365|Kalcohl 1098|Kalcohl 10H|Kalcol 1098|Lorol C10|n-decan-1-ol|n-Decanol|n-Decatyl alcohol|n-Decyl alcohol|n-Nonylcarbinol|Nacol 10-99|Nonyl acarbinol|Nonylcarbinol|NSC 406313|Panorama|Paranol|Primary decyl alcohol|Royaltac|Royaltac M-2|Royaltac-85|T-148|UNII-89V4LX791F",https://comptox.epa.gov/dashboard/chemical/details/DTXSID7021946,,0
1356,skin_irritation_invivo_43,In Vivo,,,Lactic acid,50-21-5,DTXSID7023192,,,,Chemical,Human,,,,Four-hour Human Patch Test,Qualitative classification,Irritant/Possible corrosive,Unitless,Basketter et al. 2004; 15291823; 10.1111/j.0105-1873.2004.00385.x,CC(O)C(O)=O,Lactic acid,"50-21-5|Lactic acid|(+/-)-Lactic acid|(RS)-2-Hydroxypropionsaeure|1-Hydroxyethanecarboxylic acid|2-Hydroxy-2-methylacetic acid|2-Hydroxypropanoic acid|2-Hydroxypropionic acid|Acide lactique|acido lactico|Acidum lacticum|Aethylidenmilchsaeure|alpha-Hydroxypropionic acid|BRN 5238667|Chem-Cast|Cheongin haejanghwan|Cheongin haewoohwan|Cheongin samrakhan|DL-Lactic Acid|DL-Milchsaeure|EINECS 200-018-0|EINECS 209-954-4|EPA Pesticide Chemical Code 128929|Ethylidenelactic acid|FEMA No. 2611|FEMA Number 2611|Kyselina 2-hydroxypropanova|Kyselina mlecna|Lactate|Lactic acid USP|Lacticum acidum|Lactovagan|MILCHSAEURE|Milchsaure|Milk acid|NSC 367919|Ordinary lactic acid|Propanoic acid, 2-hydroxy-|Propanoic acid,2-hydroxy-,(+-)-|Propionic acid, 2-hydroxy-|Purac FCC 80|Purac FCC 88|Racemic lactic acid|Tonsillosan|UNII-3B8D35Y7S4|a-Hydroxypropanoic acid|a-Hydroxypropionic acid|1334714-39-4|152-36-3|598-82-3",https://comptox.epa.gov/dashboard/chemical/details/DTXSID7023192,https://doi.org/10.22427/NTP-DATA-DTXSID7023192,1
